tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp,is_sar,alert_id
85,605,556,PAYMENT,341.95,2021-01-01T00:00:00Z,False,-1
86,684,345,DEBIT,496.57,2021-01-01T00:00:00Z,False,-1
87,677,985,PAYMENT,870.0,2021-01-01T00:00:00Z,False,-1
88,424,78,CASH_OUT,379.53,2021-01-01T00:00:00Z,False,-1
89,736,891,CASH_IN,562.27,2021-01-01T00:00:00Z,False,-1
90,667,844,CASH_OUT,127.83,2021-01-01T00:00:00Z,False,-1
91,564,193,PAYMENT,975.6,2021-01-01T00:00:00Z,False,-1
92,801,770,CASH_IN,839.56,2021-01-01T00:00:00Z,False,-1
93,801,918,TRANSFER,446.76,2021-01-01T00:00:00Z,False,-1
94,801,142,TRANSFER,116.2,2021-01-01T00:00:00Z,False,-1
95,797,939,TRANSFER,231.16,2021-01-01T00:00:00Z,False,-1
96,715,911,TRANSFER,669.89,2021-01-01T00:00:00Z,False,-1
97,696,43,CASH_OUT,417.73,2021-01-01T00:00:00Z,False,-1
98,181,346,PAYMENT,932.27,2021-01-01T00:00:00Z,False,-1
99,9,905,CASH_OUT,323.2,2021-01-01T00:00:00Z,False,-1
100,522,193,TRANSFER,284.45,2021-01-01T00:00:00Z,False,-1
101,294,273,TRANSFER,813.54,2021-01-01T00:00:00Z,False,-1
102,511,17,CASH_IN,362.69,2021-01-01T00:00:00Z,False,-1
103,146,281,TRANSFER,849.7,2021-01-01T00:00:00Z,False,-1
104,165,535,CASH_OUT,850.27,2021-01-01T00:00:00Z,False,-1
105,920,982,PAYMENT,105.37,2021-01-01T00:00:00Z,False,-1
106,920,709,TRANSFER,457.79,2021-01-01T00:00:00Z,False,-1
107,920,981,PAYMENT,621.69,2021-01-01T00:00:00Z,False,-1
108,920,999,DEPOSIT,137.0,2021-01-01T00:00:00Z,False,-1
109,642,327,TRANSFER,225.97,2021-01-01T00:00:00Z,False,-1
110,932,64,TRANSFER,300.76,2021-01-01T00:00:00Z,False,-1
111,932,975,CASH_OUT,908.08,2021-01-01T00:00:00Z,False,-1
112,932,435,DEPOSIT,262.17,2021-01-01T00:00:00Z,False,-1
113,932,835,TRANSFER,969.11,2021-01-01T00:00:00Z,False,-1
114,932,505,TRANSFER,218.71,2021-01-01T00:00:00Z,False,-1
115,153,370,CASH_IN,486.94,2021-01-01T00:00:00Z,False,-1
116,980,194,CASH_OUT,393.51,2021-01-01T00:00:00Z,False,-1
117,980,999,TRANSFER,730.35,2021-01-01T00:00:00Z,False,-1
118,980,917,TRANSFER,837.99,2021-01-01T00:00:00Z,False,-1
119,980,860,TRANSFER,754.66,2021-01-01T00:00:00Z,False,-1
120,980,400,TRANSFER,408.74,2021-01-01T00:00:00Z,False,-1
121,980,973,DEPOSIT,903.56,2021-01-01T00:00:00Z,False,-1
122,980,498,DEPOSIT,488.52,2021-01-01T00:00:00Z,False,-1
123,980,877,CASH_IN,589.0,2021-01-01T00:00:00Z,False,-1
124,980,682,TRANSFER,314.67,2021-01-01T00:00:00Z,False,-1
125,555,257,DEPOSIT,976.07,2021-01-01T00:00:00Z,False,-1
126,633,288,DEBIT,802.73,2021-01-01T00:00:00Z,False,-1
127,966,989,TRANSFER,409.68,2021-01-01T00:00:00Z,False,-1
128,966,313,CASH_IN,735.51,2021-01-01T00:00:00Z,False,-1
129,966,92,CASH_OUT,201.64,2021-01-01T00:00:00Z,False,-1
130,966,924,TRANSFER,156.11,2021-01-01T00:00:00Z,False,-1
131,966,813,PAYMENT,435.61,2021-01-01T00:00:00Z,False,-1
132,966,635,TRANSFER,556.15,2021-01-01T00:00:00Z,False,-1
133,966,772,TRANSFER,165.02,2021-01-01T00:00:00Z,False,-1
134,237,218,CASH_OUT,880.0,2021-01-01T00:00:00Z,False,-1
135,22,776,TRANSFER,378.67,2021-01-01T00:00:00Z,False,-1
136,114,295,CASH_IN,422.66,2021-01-01T00:00:00Z,False,-1
137,166,82,TRANSFER,119.56,2021-01-01T00:00:00Z,False,-1
138,197,300,PAYMENT,623.24,2021-01-01T00:00:00Z,False,-1
139,470,231,CASH_OUT,557.58,2021-01-01T00:00:00Z,False,-1
140,196,476,TRANSFER,802.79,2021-01-01T00:00:00Z,False,-1
141,996,316,DEBIT,104.22,2021-01-01T00:00:00Z,False,-1
142,996,909,TRANSFER,173.35,2021-01-01T00:00:00Z,False,-1
143,996,940,DEPOSIT,354.98,2021-01-01T00:00:00Z,False,-1
144,996,901,CASH_IN,421.2,2021-01-01T00:00:00Z,False,-1
145,996,586,TRANSFER,970.36,2021-01-01T00:00:00Z,False,-1
146,996,68,DEPOSIT,940.27,2021-01-01T00:00:00Z,False,-1
147,996,734,CASH_IN,509.06,2021-01-01T00:00:00Z,False,-1
148,996,962,TRANSFER,108.25,2021-01-01T00:00:00Z,False,-1
149,996,958,TRANSFER,554.85,2021-01-01T00:00:00Z,False,-1
150,996,49,TRANSFER,104.44,2021-01-01T00:00:00Z,False,-1
151,996,978,PAYMENT,873.72,2021-01-01T00:00:00Z,False,-1
152,996,325,CASH_OUT,218.97,2021-01-01T00:00:00Z,False,-1
153,996,554,PAYMENT,610.2,2021-01-01T00:00:00Z,False,-1
154,996,786,TRANSFER,236.34,2021-01-01T00:00:00Z,False,-1
155,996,150,CASH_OUT,553.88,2021-01-01T00:00:00Z,False,-1
156,40,365,DEPOSIT,170.01,2021-01-01T00:00:00Z,False,-1
157,762,620,CASH_IN,723.59,2021-01-01T00:00:00Z,False,-1
158,67,320,CASH_IN,180.95,2021-01-01T00:00:00Z,False,-1
159,845,924,DEBIT,787.89,2021-01-01T00:00:00Z,False,-1
160,845,187,CASH_OUT,832.7,2021-01-01T00:00:00Z,False,-1
161,845,836,DEPOSIT,896.08,2021-01-01T00:00:00Z,False,-1
162,767,823,CASH_IN,166.24,2021-01-01T00:00:00Z,False,-1
163,971,891,CASH_IN,253.91,2021-01-01T00:00:00Z,False,-1
164,971,412,TRANSFER,494.95,2021-01-01T00:00:00Z,False,-1
165,971,343,PAYMENT,715.53,2021-01-01T00:00:00Z,False,-1
166,971,997,CASH_OUT,877.23,2021-01-01T00:00:00Z,False,-1
167,971,380,PAYMENT,766.5,2021-01-01T00:00:00Z,False,-1
168,971,964,TRANSFER,420.84,2021-01-01T00:00:00Z,False,-1
169,971,653,CASH_IN,231.28,2021-01-01T00:00:00Z,False,-1
170,971,944,TRANSFER,515.95,2021-01-01T00:00:00Z,False,-1
171,129,225,CASH_OUT,556.83,2021-01-01T00:00:00Z,False,-1
172,43,542,PAYMENT,519.13,2021-01-01T00:00:00Z,False,-1
173,758,902,PAYMENT,702.8,2021-01-01T00:00:00Z,False,-1
174,724,986,PAYMENT,816.63,2021-01-01T00:00:00Z,False,-1
175,807,730,PAYMENT,661.88,2021-01-01T00:00:00Z,False,-1
176,807,590,CASH_OUT,991.84,2021-01-01T00:00:00Z,False,-1
177,807,227,CASH_IN,348.65,2021-01-01T00:00:00Z,False,-1
178,589,404,TRANSFER,464.66,2021-01-01T00:00:00Z,False,-1
179,215,266,DEBIT,200.62,2021-01-01T00:00:00Z,False,-1
180,529,74,TRANSFER,854.68,2021-01-01T00:00:00Z,False,-1
181,220,244,PAYMENT,937.84,2021-01-01T00:00:00Z,False,-1
182,936,998,CASH_OUT,250.77,2021-01-01T00:00:00Z,False,-1
183,936,440,CASH_IN,497.21,2021-01-01T00:00:00Z,False,-1
184,936,462,TRANSFER,112.84,2021-01-01T00:00:00Z,False,-1
185,936,634,TRANSFER,943.32,2021-01-01T00:00:00Z,False,-1
186,936,900,CASH_OUT,159.67,2021-01-01T00:00:00Z,False,-1
187,169,740,PAYMENT,764.93,2021-01-01T00:00:00Z,False,-1
188,585,321,CASH_IN,585.12,2021-01-01T00:00:00Z,False,-1
189,124,357,TRANSFER,612.87,2021-01-01T00:00:00Z,False,-1
190,763,978,PAYMENT,954.33,2021-01-01T00:00:00Z,False,-1
191,904,963,PAYMENT,246.44,2021-01-01T00:00:00Z,False,-1
192,904,722,DEPOSIT,108.17,2021-01-01T00:00:00Z,False,-1
193,904,695,TRANSFER,324.84,2021-01-01T00:00:00Z,False,-1
194,904,743,CASH_IN,933.12,2021-01-01T00:00:00Z,False,-1
195,498,271,TRANSFER,743.66,2021-01-01T00:00:00Z,False,-1
196,340,249,TRANSFER,407.55,2021-01-01T00:00:00Z,False,-1
197,565,519,DEBIT,829.7,2021-01-01T00:00:00Z,False,-1
198,336,344,CASH_OUT,609.91,2021-01-01T00:00:00Z,False,-1
199,176,667,CASH_IN,324.54,2021-01-01T00:00:00Z,False,-1
200,521,194,TRANSFER,174.04,2021-01-01T00:00:00Z,False,-1
201,874,880,CASH_OUT,532.94,2021-01-01T00:00:00Z,False,-1
202,874,989,CASH_IN,858.02,2021-01-01T00:00:00Z,False,-1
203,874,305,CASH_OUT,183.06,2021-01-01T00:00:00Z,False,-1
204,460,152,CASH_IN,543.29,2021-01-01T00:00:00Z,False,-1
205,144,937,TRANSFER,312.24,2021-01-01T00:00:00Z,False,-1
206,799,128,DEPOSIT,603.61,2021-01-01T00:00:00Z,False,-1
207,35,977,PAYMENT,273.88,2021-01-01T00:00:00Z,False,-1
208,482,339,TRANSFER,679.2,2021-01-01T00:00:00Z,False,-1
209,691,276,CASH_IN,601.88,2021-01-01T00:00:00Z,False,-1
210,145,260,CASH_IN,495.95,2021-01-01T00:00:00Z,False,-1
211,434,33,TRANSFER,159.44,2021-01-01T00:00:00Z,False,-1
212,878,955,CASH_OUT,343.79,2021-01-01T00:00:00Z,False,-1
213,878,618,CASH_IN,566.39,2021-01-01T00:00:00Z,False,-1
214,878,907,CASH_IN,521.93,2021-01-01T00:00:00Z,False,-1
215,649,629,TRANSFER,439.9,2021-01-01T00:00:00Z,False,-1
216,34,213,CASH_IN,262.07,2021-01-01T00:00:00Z,False,-1
217,485,27,PAYMENT,971.71,2021-01-01T00:00:00Z,False,-1
218,614,769,CASH_IN,840.36,2021-01-01T00:00:00Z,False,-1
219,41,454,TRANSFER,333.72,2021-01-01T00:00:00Z,False,-1
220,590,69,TRANSFER,893.78,2021-01-01T00:00:00Z,False,-1
221,948,335,TRANSFER,624.06,2021-01-01T00:00:00Z,False,-1
222,948,975,DEBIT,363.72,2021-01-01T00:00:00Z,False,-1
223,948,661,CASH_IN,133.65,2021-01-01T00:00:00Z,False,-1
224,948,998,TRANSFER,473.81,2021-01-01T00:00:00Z,False,-1
225,948,996,CASH_IN,742.29,2021-01-01T00:00:00Z,False,-1
226,948,988,CASH_IN,256.65,2021-01-01T00:00:00Z,False,-1
227,69,590,TRANSFER,270.34,2021-01-01T00:00:00Z,False,-1
228,199,952,CASH_IN,907.4,2021-01-01T00:00:00Z,False,-1
229,764,785,TRANSFER,284.9,2021-01-01T00:00:00Z,False,-1
230,167,593,DEBIT,897.65,2021-01-01T00:00:00Z,False,-1
231,110,582,TRANSFER,408.24,2021-01-01T00:00:00Z,False,-1
232,504,515,TRANSFER,416.1,2021-01-01T00:00:00Z,False,-1
233,600,149,TRANSFER,161.45,2021-01-01T00:00:00Z,False,-1
234,16,359,TRANSFER,347.81,2021-01-01T00:00:00Z,False,-1
235,618,972,TRANSFER,586.6,2021-01-01T00:00:00Z,False,-1
236,949,960,TRANSFER,360.51,2021-01-01T00:00:00Z,False,-1
237,949,516,CASH_OUT,300.12,2021-01-01T00:00:00Z,False,-1
238,949,190,TRANSFER,594.53,2021-01-01T00:00:00Z,False,-1
239,949,165,CASH_IN,813.9,2021-01-01T00:00:00Z,False,-1
240,949,980,TRANSFER,421.37,2021-01-01T00:00:00Z,False,-1
241,949,623,PAYMENT,218.31,2021-01-01T00:00:00Z,False,-1
242,189,358,DEPOSIT,903.39,2021-01-01T00:00:00Z,False,-1
243,572,369,TRANSFER,111.3,2021-01-01T00:00:00Z,False,-1
244,486,152,TRANSFER,685.39,2021-01-01T00:00:00Z,False,-1
245,178,935,PAYMENT,509.39,2021-01-01T00:00:00Z,False,-1
246,282,895,PAYMENT,171.67,2021-01-01T00:00:00Z,True,0
247,972,926,CASH_IN,397.26,2021-01-01T00:00:00Z,False,-1
248,972,849,TRANSFER,181.93,2021-01-01T00:00:00Z,False,-1
249,972,310,TRANSFER,475.16,2021-01-01T00:00:00Z,False,-1
250,972,857,TRANSFER,181.65,2021-01-01T00:00:00Z,False,-1
251,972,574,TRANSFER,693.68,2021-01-01T00:00:00Z,False,-1
252,972,576,TRANSFER,397.21,2021-01-01T00:00:00Z,False,-1
253,972,758,DEBIT,423.92,2021-01-01T00:00:00Z,False,-1
254,584,372,CASH_IN,330.15,2021-01-01T00:00:00Z,False,-1
255,689,539,DEPOSIT,387.82,2021-01-01T00:00:00Z,False,-1
256,960,997,DEPOSIT,385.9,2021-01-01T00:00:00Z,False,-1
257,960,601,PAYMENT,464.89,2021-01-01T00:00:00Z,False,-1
258,960,458,TRANSFER,785.08,2021-01-01T00:00:00Z,False,-1
259,960,724,TRANSFER,769.09,2021-01-01T00:00:00Z,False,-1
260,960,268,TRANSFER,328.23,2021-01-01T00:00:00Z,False,-1
261,960,852,CASH_IN,183.98,2021-01-01T00:00:00Z,False,-1
262,960,740,PAYMENT,836.98,2021-01-01T00:00:00Z,False,-1
263,869,526,CASH_OUT,589.97,2021-01-02T00:00:00Z,False,-1
264,869,935,CASH_OUT,745.64,2021-01-02T00:00:00Z,False,-1
265,869,920,CASH_IN,754.01,2021-01-02T00:00:00Z,False,-1
266,730,609,TRANSFER,397.51,2021-01-02T00:00:00Z,False,-1
267,141,827,TRANSFER,574.69,2021-01-02T00:00:00Z,False,-1
268,91,949,CASH_IN,285.81,2021-01-02T00:00:00Z,False,-1
269,164,664,TRANSFER,660.7,2021-01-02T00:00:00Z,False,-1
270,634,959,TRANSFER,768.85,2021-01-02T00:00:00Z,False,-1
271,546,135,TRANSFER,636.28,2021-01-02T00:00:00Z,False,-1
272,632,610,TRANSFER,552.59,2021-01-02T00:00:00Z,False,-1
273,523,190,CASH_IN,837.38,2021-01-02T00:00:00Z,False,-1
274,90,893,DEPOSIT,580.54,2021-01-02T00:00:00Z,False,-1
275,808,193,CASH_OUT,290.54,2021-01-02T00:00:00Z,False,-1
276,808,143,PAYMENT,185.57,2021-01-02T00:00:00Z,False,-1
277,808,998,TRANSFER,419.69,2021-01-02T00:00:00Z,False,-1
278,388,217,PAYMENT,116.72,2021-01-02T00:00:00Z,False,-1
279,402,328,CASH_OUT,286.89,2021-01-02T00:00:00Z,False,-1
280,709,651,DEBIT,860.61,2021-01-02T00:00:00Z,False,-1
281,849,818,TRANSFER,739.12,2021-01-02T00:00:00Z,False,-1
282,849,977,CASH_IN,147.16,2021-01-02T00:00:00Z,False,-1
283,849,967,CASH_OUT,518.46,2021-01-02T00:00:00Z,False,-1
284,684,96,CASH_OUT,459.5,2021-01-02T00:00:00Z,False,-1
285,844,460,CASH_IN,166.58,2021-01-02T00:00:00Z,False,-1
286,844,715,DEPOSIT,350.96,2021-01-02T00:00:00Z,False,-1
287,844,887,PAYMENT,145.38,2021-01-02T00:00:00Z,False,-1
288,806,931,CASH_OUT,567.37,2021-01-02T00:00:00Z,False,-1
289,806,883,CASH_IN,744.55,2021-01-02T00:00:00Z,False,-1
290,806,415,TRANSFER,911.81,2021-01-02T00:00:00Z,False,-1
291,93,654,CASH_IN,170.27,2021-01-02T00:00:00Z,True,2
292,803,376,PAYMENT,388.17,2021-01-02T00:00:00Z,False,-1
293,803,637,CASH_OUT,651.22,2021-01-02T00:00:00Z,False,-1
294,803,466,TRANSFER,304.48,2021-01-02T00:00:00Z,False,-1
295,703,373,TRANSFER,498.0,2021-01-02T00:00:00Z,False,-1
296,585,229,TRANSFER,502.49,2021-01-02T00:00:00Z,False,-1
297,820,862,TRANSFER,521.59,2021-01-02T00:00:00Z,False,-1
298,820,606,CASH_OUT,185.28,2021-01-02T00:00:00Z,False,-1
299,820,371,TRANSFER,276.9,2021-01-02T00:00:00Z,False,-1
300,901,981,CASH_OUT,129.02,2021-01-02T00:00:00Z,False,-1
301,901,438,TRANSFER,531.06,2021-01-02T00:00:00Z,False,-1
302,901,248,PAYMENT,539.74,2021-01-02T00:00:00Z,False,-1
303,901,481,DEPOSIT,851.47,2021-01-02T00:00:00Z,False,-1
304,455,94,PAYMENT,490.65,2021-01-02T00:00:00Z,False,-1
305,62,316,CASH_OUT,383.59,2021-01-02T00:00:00Z,False,-1
306,166,219,TRANSFER,654.98,2021-01-02T00:00:00Z,False,-1
307,988,707,TRANSFER,626.85,2021-01-02T00:00:00Z,False,-1
308,988,489,PAYMENT,673.28,2021-01-02T00:00:00Z,False,-1
309,988,829,CASH_OUT,923.48,2021-01-02T00:00:00Z,False,-1
310,988,357,CASH_OUT,412.02,2021-01-02T00:00:00Z,False,-1
311,988,978,TRANSFER,814.97,2021-01-02T00:00:00Z,False,-1
312,988,855,PAYMENT,398.45,2021-01-02T00:00:00Z,False,-1
313,988,371,CASH_IN,738.51,2021-01-02T00:00:00Z,False,-1
314,988,881,TRANSFER,270.48,2021-01-02T00:00:00Z,False,-1
315,988,235,TRANSFER,913.13,2021-01-02T00:00:00Z,False,-1
316,988,897,TRANSFER,760.27,2021-01-02T00:00:00Z,False,-1
317,988,965,TRANSFER,200.41,2021-01-02T00:00:00Z,False,-1
318,187,981,DEPOSIT,881.16,2021-01-02T00:00:00Z,False,-1
319,648,911,PAYMENT,252.31,2021-01-02T00:00:00Z,False,-1
320,850,446,DEPOSIT,485.74,2021-01-02T00:00:00Z,False,-1
321,850,773,CASH_OUT,853.52,2021-01-02T00:00:00Z,False,-1
322,850,533,TRANSFER,829.77,2021-01-02T00:00:00Z,False,-1
323,823,981,DEPOSIT,449.05,2021-01-02T00:00:00Z,False,-1
324,823,513,CASH_OUT,254.48,2021-01-02T00:00:00Z,False,-1
325,823,802,CASH_OUT,970.11,2021-01-02T00:00:00Z,False,-1
326,700,938,TRANSFER,392.5,2021-01-02T00:00:00Z,False,-1
327,646,741,CASH_OUT,755.43,2021-01-02T00:00:00Z,False,-1
328,188,236,CASH_OUT,713.0,2021-01-02T00:00:00Z,False,-1
329,999,910,TRANSFER,738.55,2021-01-02T00:00:00Z,False,-1
330,999,988,TRANSFER,746.28,2021-01-02T00:00:00Z,False,-1
331,999,876,PAYMENT,926.45,2021-01-02T00:00:00Z,False,-1
332,999,990,DEPOSIT,841.21,2021-01-02T00:00:00Z,False,-1
333,999,430,CASH_IN,928.95,2021-01-02T00:00:00Z,False,-1
334,999,775,CASH_OUT,964.47,2021-01-02T00:00:00Z,False,-1
335,999,800,TRANSFER,181.35,2021-01-02T00:00:00Z,False,-1
336,999,95,TRANSFER,698.78,2021-01-02T00:00:00Z,False,-1
337,999,404,DEPOSIT,768.34,2021-01-02T00:00:00Z,False,-1
338,999,850,DEBIT,721.61,2021-01-02T00:00:00Z,False,-1
339,999,582,TRANSFER,582.31,2021-01-02T00:00:00Z,False,-1
340,999,845,CASH_IN,977.74,2021-01-02T00:00:00Z,False,-1
341,999,731,TRANSFER,105.22,2021-01-02T00:00:00Z,False,-1
342,999,997,CASH_OUT,835.77,2021-01-02T00:00:00Z,False,-1
343,999,292,TRANSFER,631.8,2021-01-02T00:00:00Z,False,-1
344,999,161,DEBIT,338.85,2021-01-02T00:00:00Z,False,-1
345,999,368,TRANSFER,527.51,2021-01-02T00:00:00Z,False,-1
346,999,310,CASH_OUT,834.06,2021-01-02T00:00:00Z,False,-1
347,999,973,CASH_IN,426.73,2021-01-02T00:00:00Z,False,-1
348,999,939,TRANSFER,493.65,2021-01-02T00:00:00Z,False,-1
349,999,954,PAYMENT,281.8,2021-01-02T00:00:00Z,False,-1
350,999,277,DEPOSIT,963.28,2021-01-02T00:00:00Z,False,-1
351,478,405,TRANSFER,790.76,2021-01-02T00:00:00Z,False,-1
352,752,943,TRANSFER,921.06,2021-01-02T00:00:00Z,False,-1
353,865,235,DEBIT,986.93,2021-01-02T00:00:00Z,False,-1
354,865,824,TRANSFER,265.91,2021-01-02T00:00:00Z,False,-1
355,865,832,CASH_IN,811.1,2021-01-02T00:00:00Z,False,-1
356,711,355,DEPOSIT,376.13,2021-01-02T00:00:00Z,False,-1
357,567,200,TRANSFER,194.65,2021-01-02T00:00:00Z,False,-1
358,862,817,TRANSFER,286.55,2021-01-02T00:00:00Z,False,-1
359,862,992,CASH_IN,254.2,2021-01-02T00:00:00Z,False,-1
360,862,660,TRANSFER,148.57,2021-01-02T00:00:00Z,False,-1
361,747,948,TRANSFER,548.52,2021-01-02T00:00:00Z,False,-1
362,183,210,TRANSFER,374.33,2021-01-02T00:00:00Z,False,-1
363,896,981,TRANSFER,664.22,2021-01-02T00:00:00Z,False,-1
364,896,606,TRANSFER,913.19,2021-01-02T00:00:00Z,False,-1
365,896,216,PAYMENT,851.09,2021-01-02T00:00:00Z,False,-1
366,896,999,TRANSFER,858.85,2021-01-02T00:00:00Z,False,-1
367,785,858,PAYMENT,435.64,2021-01-02T00:00:00Z,False,-1
368,975,95,DEBIT,614.92,2021-01-02T00:00:00Z,False,-1
369,975,389,PAYMENT,446.41,2021-01-02T00:00:00Z,False,-1
370,975,176,TRANSFER,253.41,2021-01-02T00:00:00Z,False,-1
371,975,551,CASH_IN,980.11,2021-01-02T00:00:00Z,False,-1
372,975,957,TRANSFER,177.13,2021-01-02T00:00:00Z,False,-1
373,975,845,TRANSFER,345.96,2021-01-02T00:00:00Z,False,-1
374,975,970,TRANSFER,741.42,2021-01-02T00:00:00Z,False,-1
